Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,FullName
Male,24,Frequent Traveller,Technology,Close,California,Mixed or multiple ethnic groups,Bachelor's,Computer Science,Data Scientist,Divorced,67538,1,No,7/28/2018,No,4,3,4,2,Georges Hinstridge
Male,24,Some Travel,Technology,Very Close,California,White,Some College,Other,Software Engineer,Single,54501,0,No,8/1/2018,No,4,4,4,2,Buddie Desforges
Female,24,Some Travel,Sales,Close,California,White,Bachelor's,Marketing,Sales Representative,Married,50513,1,No,8/4/2018,No,4,0,4,1,Faythe Ephson
Male,22,Some Travel,Technology,Close,New York,White,Below High School,Information Systems,Data Scientist,Divorced,54371,3,No,8/6/2018,No,4,4,4,2,Tynan Penhall
Female,28,Some Travel,Technology,Far,California,Mixed or multiple ethnic groups,Some College,Information Systems,Data Scientist,Married,46313,1,Yes,8/30/2013,Yes,1,1,1,0,Carline Mort
Female,36,Some Travel,Technology,Close,California,American Indian or Alaska Native,Some College,Business Studies,Machine Learning Engineer,Married,251681,1,No,8/12/2018,No,4,2,3,3,Gerianne Tidbold
Female,24,Some Travel,Technology,Close,California,White,Some College,Computer Science,Senior Software Engineer,Married,65486,1,No,8/14/2018,No,4,4,4,0,Lelah Blackney
Female,24,Some Travel,Technology,Very Close,California,Black or African American,Some College,Business Studies,Data Scientist,Married,41555,1,No,8/16/2018,No,4,4,4,2,Charyl Bartaletti
Non-Binary,24,Some Travel,Technology,Very Close,California,White,Some College,Business Studies,Software Engineer,Divorced,35199,1,No,8/16/2018,No,4,0,0,1,Frederigo Wichard
Male,24,Some Travel,Sales,Far,California,Mixed or multiple ethnic groups,Some College,Marketing,Sales Executive,Single,116132,0,No,8/20/2018,No,4,1,4,1,Jarred Stoddard
Male,24,Some Travel,Human Resources,Very Close,Illinois,Mixed or multiple ethnic groups,Master's,Human Resources,HR Executive,Married,44634,0,No,4/25/2017,Yes,4,3,3,2,Caryl Roycroft
Female,44,Frequent Traveller,Technology,Far,California,Mixed or multiple ethnic groups,Below High School,Computer Science,Machine Learning Engineer,Married,303779,1,No,8/24/2018,No,4,0,0,0,Deena Deegan
Female,24,Some Travel,Technology,Far,California,Mixed or multiple ethnic groups,Bachelor's,Computer Science,Data Scientist,Divorced,28539,2,No,9/2/2018,No,4,1,2,1,Gene Sends
Female,23,Some Travel,Sales,Very Far,Illinois,White,Bachelor's,Marketing ,Sales Executive,Married,52039,0,Yes,9/3/2018,No,4,1,1,0,Molly Lawdham
Female,24,No Travel ,Human Resources,Close,New York,Asian or Asian American,Some College,Human Resources,HR Executive,Divorced,41745,3,No,9/3/2018,No,4,2,4,0,Teressa Attewell
Male,30,Frequent Traveller,Sales,Very Far,California,Mixed or multiple ethnic groups,High School,Marketing,Sales Representative,Divorced,44632,1,No,3/26/2013,Yes,1,0,0,0,Haydon Bastable
Male,25,Some Travel,Technology,Far,New York,Black or African American,High School,Business Studies,Senior Software Engineer,Single,175342,0,Yes,9/4/2018,No,4,3,4,3,Maxwell Labrone
Female,22,No Travel ,Technology,Close,California,White,High School,Information Systems,Data Scientist,Divorced,38169,3,No,9/11/2018,No,4,4,4,4,Phylys Twede
Male,23,Frequent Traveller,Technology,Close,New York,White,Some College,Information Systems,Software Engineer,Divorced,44566,0,Yes,1/29/2020,Yes,1,0,0,0,Alexander Winstone
Male,25,Some Travel,Sales,Close,Illinois,Asian or Asian American,Some College,Marketing ,Sales Executive,Divorced,118048,2,No,9/14/2018,No,4,4,4,3,Rockie Iseton
Female,22,Some Travel,Technology,Very Far,New York,Asian or Asian American,Some College,Information Systems,Senior Software Engineer,Divorced,80975,3,No,9/15/2018,No,4,4,4,1,Lola Gatecliffe
Non-Binary,24,Some Travel,Sales,Far,California,Mixed or multiple ethnic groups,Some College,Marketing,Sales Executive,Married,53530,0,Yes,9/19/2018,No,4,3,3,1,Garrek Riditch
Female,25,Some Travel,Technology,Very Far,New York,White,Some College,Business Studies,Machine Learning Engineer,Married,75250,1,No,9/20/2018,No,4,1,4,0,Lorrayne Pinnington
Male,28,Frequent Traveller,Sales,Far,New York,Mixed or multiple ethnic groups,Some College,Marketing ,Sales Representative,Single,43939,0,No,7/29/2013,Yes,6,1,4,3,Norman Longmuir
Female,28,Some Travel,Technology,Close,New York,Asian or Asian American,Bachelor's,Computer Science,Software Engineer,Single,43578,0,Yes,4/27/2012,Yes,5,3,5,5,Faydra Losbie
Female,23,Some Travel,Sales,Close,New York,Black or African American,Bachelor's,Marketing,Sales Executive,Single,45024,0,No,10/17/2018,No,4,0,1,0,Anabal Parkhouse
Female,23,Some Travel,Technology,Very Close,Illinois,White,Some College,Business Studies,Machine Learning Engineer,Divorced,106418,1,Yes,10/20/2018,No,4,0,3,0,Gerianne Redhouse
Male,41,Some Travel,Technology,Close,New York,Asian or Asian American,Bachelor's,Information Systems,Engineering Manager,Divorced,273211,2,No,10/20/2018,No,4,3,4,3,Elnar Elsby
Male,23,Some Travel,Technology,Close,California,White,High School,Information Systems,Machine Learning Engineer,Married,46850,1,No,10/20/2018,No,4,3,4,2,Martyn Rathke
Male,23,Some Travel,Technology,Close,California,White,High School,Other,Machine Learning Engineer,Divorced,77420,2,No,10/24/2018,No,4,4,4,3,Dalton Liddicoat
Male,25,No Travel ,Technology,Very Far,California,American Indian or Alaska Native,Bachelor's,Information Systems,Machine Learning Engineer,Married,57765,0,No,10/25/2018,No,4,1,3,2,Kelley Yakovl
Female,21,No Travel ,Sales,Close,California,Black or African American,Bachelor's,Other,Sales Executive,Married,43259,0,No,11/3/2022,Yes,0,0,0,0,Janot Cicchillo
Female,40,Some Travel,Technology,Far,California,White,Some College,Computer Science,Engineering Manager,Married,304343,1,Yes,10/27/2018,No,4,2,4,0,Christian Tinson
Female,25,Some Travel,Technology,Far,New York,Mixed or multiple ethnic groups,Bachelor's,Other,Software Engineer,Single,41243,0,Yes,10/31/2018,No,4,3,4,4,Frederica Crosthwaite
Male,21,Frequent Traveller,Technology,Far,California,White,High School,Computer Science,Data Scientist,Single,42569,0,No,4/13/2022,Yes,0,0,0,0,Durand Boord
Female,22,Frequent Traveller,Sales,Far,California,White,High School,Economics,Sales Representative,Married,42250,2,Yes,5/23/2018,Yes,4,1,3,2,Lucille Balser
Male,25,Some Travel,Technology,Close,Illinois,Black or African American,High School,Computer Science,Software Engineer,Single,40079,0,Yes,11/12/2018,No,4,3,4,1,Sutherland Kick
Female,23,Some Travel,Technology,Far,California,White,Some College,Computer Science,Software Engineer,Single,40438,0,Yes,11/20/2018,No,4,0,0,2,Fayth Sowden
Male,24,Frequent Traveller,Technology,Very Far,California,White,Some College,Computer Science,Software Engineer,Divorced,30233,3,No,11/20/2018,No,4,0,4,0,Axel McIlhatton
Female,24,Frequent Traveller,Sales,Close,California,American Indian or Alaska Native,Below High School,Marketing ,Sales Executive,Married,125759,0,No,11/21/2018,No,4,3,3,0,Vin Gricewood
Female,23,Some Travel,Technology,Far,California,White,High School,Information Systems,Machine Learning Engineer,Married,56946,1,No,11/22/2018,No,4,2,4,4,Terese Burdess
Female,25,Some Travel,Technology,Far,New York,Mixed or multiple ethnic groups,Some College,Computer Science,Machine Learning Engineer,Married,65642,1,No,11/25/2018,No,4,4,4,0,Jinny Vannet
Female,37,Some Travel,Technology,Close,California,Mixed or multiple ethnic groups,High School,Computer Science,Data Scientist,Married,42188,1,No,10/4/2013,Yes,8,3,5,6,Codee Jean
Male,24,Some Travel,Technology,Close,California,White,Some College,Computer Science,Senior Software Engineer,Single,57054,0,No,11/28/2018,No,4,4,4,4,Walker Tribble
Non-Binary,22,Some Travel,Technology,Close,New York,White,Some College,Business Studies,Software Engineer,Married,21649,1,No,12/2/2018,No,4,1,4,1,Teriann Clampett
Female,22,Frequent Traveller,Technology,Far,California,Mixed or multiple ethnic groups,High School,Computer Science,Data Scientist,Single,45850,0,No,12/8/2018,No,4,2,3,1,Violet Pearsall
Male,46,Some Travel,Sales,Very Far,Illinois,White,Some College,Marketing,Sales Executive,Married,325452,1,No,12/16/2018,No,4,3,4,3,Nevins Quick
Female,22,Some Travel,Technology,Very Close,California,White,High School,Computer Science,Senior Software Engineer,Single,73653,0,No,12/19/2018,No,4,2,3,3,Ashil Kenwrick
Male,44,Some Travel,Sales,Very Far,California,Mixed or multiple ethnic groups,Some College,Marketing,Manager,Divorced,313891,1,No,12/23/2018,No,4,4,4,3,Adrian Swatman
Female,22,Some Travel,Technology,Very Far,California,Black or African American,Master's,Information Systems,Machine Learning Engineer,Single,75810,0,No,12/24/2018,No,4,2,4,3,Gwenora Fourcade
Male,24,Some Travel,Technology,Far,California,White,High School,Computer Science,Data Scientist,Single,32173,0,No,12/24/2018,No,4,1,4,1,Donavon Hallet
Female,23,Some Travel,Technology,Very Far,California,Asian or Asian American,Some College,Computer Science,Data Scientist,Single,49543,0,No,12/28/2018,No,4,3,3,1,Devan Ellice
Female,25,Frequent Traveller,Technology,Very Close,California,Asian or Asian American,Master's,Information Systems,Engineering Manager,Married,199034,0,Yes,12/30/2018,No,4,4,4,4,Jordan Kuschke
Male,22,Some Travel,Technology,Close,California,Black or African American,Some College,Computer Science,Senior Software Engineer,Married,66552,1,Yes,12/30/2018,No,4,1,2,0,Ludvig Gadman
Male,24,Frequent Traveller,Sales,Very Close,California,White,Bachelor's,Marketing,Sales Executive,Single,70546,0,Yes,1/1/2019,No,3,2,2,0,Ellery Hartopp
Non-Binary,42,Some Travel,Technology,Very Far,California,Asian or Asian American,Bachelor's,Computer Science,Engineering Manager,Married,213191,2,No,1/3/2019,No,3,0,1,2,Tann Learmouth
Non-Binary,21,Frequent Traveller,Technology,Far,Illinois,Asian or Asian American,Some College,Computer Science,Data Scientist,Divorced,64887,1,No,1/3/2019,No,3,3,3,0,Jorie Ockland
Female,42,Some Travel,Sales,Far,California,Black or African American,Bachelor's,Marketing ,Sales Executive,Married,241646,3,Yes,1/7/2019,No,3,0,1,3,Sib Coughan
Female,22,Some Travel,Technology,Very Far,Illinois,Asian or Asian American,Below High School,Computer Science,Software Engineer,Divorced,43588,2,No,1/7/2019,No,3,2,3,2,Stephenie Cronkshaw
Male,30,Some Travel,Technology,Very Close,California,Native Hawaiian ,Below High School,Information Systems,Data Scientist,Married,42045,0,Yes,10/15/2013,Yes,6,0,3,3,Giffer Raspin
Female,22,Some Travel,Technology,Far,California,Mixed or multiple ethnic groups,Some College,Information Systems,Software Engineer,Single,24208,0,No,1/9/2019,No,3,1,3,2,Josepha Revey
Male,24,Some Travel,Technology,Far,California,American Indian or Alaska Native,Bachelor's,Computer Science,Senior Software Engineer,Married,82174,2,No,1/11/2019,No,3,2,2,3,Heywood Westnage
Female,20,Some Travel,Technology,Very Far,Illinois,Black or African American,High School,Information Systems,Senior Software Engineer,Married,41877,0,No,11/2/2022,Yes,0,0,0,0,Rubi Hawkwood
Female,21,No Travel ,Sales,Far,California,White,Some College,Marketing ,Sales Executive,Married,69402,1,No,1/14/2019,No,3,1,3,0,Fiorenze Arcase
Female,47,Frequent Traveller,Technology,Very Far,New York,Black or African American,Some College,Computer Science,Analytics Manager,Divorced,350101,1,No,1/19/2019,No,3,0,1,0,Helen-elizabeth Randall
Female,24,Some Travel,Technology,Far,New York,Black or African American,Some College,Information Systems,Senior Software Engineer,Married,52850,1,No,1/20/2019,No,3,3,3,0,Anna-maria Diegan
Male,21,Frequent Traveller,Technology,Very Far,California,American Indian or Alaska Native,Some College,Computer Science,Software Engineer,Divorced,22462,1,Yes,1/24/2019,No,3,2,2,3,Fairfax Leyre
Male,22,Frequent Traveller,Technology,Far,New York,American Indian or Alaska Native,Bachelor's,Computer Science,Software Engineer,Single,40115,0,No,2/1/2019,No,3,3,3,0,Dennison Mouncey
Male,22,No Travel ,Sales,Far,California,Mixed or multiple ethnic groups,Some College,Marketing ,Sales Executive,Married,58270,1,No,2/2/2019,No,3,1,1,1,Bar Dunphy
Male,22,No Travel ,Sales,Close,California,Mixed or multiple ethnic groups,Some College,Technical Degree,Sales Executive,Single,53014,0,Yes,2/4/2019,No,3,3,3,0,Aloysius Holdren
Male,24,Frequent Traveller,Sales,Close,New York,Black or African American,Some College,Marketing ,Sales Executive,Single,45410,0,No,2/4/2019,No,3,3,3,1,Dew Jinkinson
Non-Binary,21,Some Travel,Technology,Very Far,Illinois,White,Some College,Information Systems,Software Engineer,Married,41476,1,Yes,3/3/2020,Yes,0,0,0,0,Lenka Ciotti
Non-Binary,29,Some Travel,Technology,Far,New York,Black or African American,Some College,Computer Science,Software Engineer,Single,41307,0,No,8/19/2014,Yes,0,0,0,0,Conrado Tomaini
Male,49,Frequent Traveller,Technology,Very Far,New York,Other ,High School,Computer Science,Machine Learning Engineer,Divorced,248115,2,No,2/12/2019,No,3,2,3,3,Virgil Howat
Female,28,No Travel ,Human Resources,Very Close,Illinois,White,Master's,Economics,HR Executive,Married,152909,1,No,2/15/2019,No,3,1,3,2,Nancy Summerton
Male,26,Some Travel,Sales,Very Far,California,White,Below High School,Technical Degree,Sales Representative,Single,40638,0,Yes,1/11/2014,Yes,2,0,0,1,Archaimbaud Hawkshaw
Male,29,Some Travel,Sales,Very Far,New York,White,Below High School,Marketing,Sales Executive,Divorced,183768,1,Yes,2/25/2019,No,3,3,3,0,Murdock Shayes
Male,23,Some Travel,Technology,Far,California,Mixed or multiple ethnic groups,Bachelor's,Information Systems,Machine Learning Engineer,Divorced,47046,2,Yes,3/3/2019,No,3,2,2,1,Cyrill Cowle
Non-Binary,24,Some Travel,Technology,Very Close,California,Black or African American,Below High School,Information Systems,Data Scientist,Married,28797,3,Yes,3/4/2019,No,3,0,2,1,Rivkah Hurdle
Male,21,No Travel ,Technology,Very Far,California,White,Some College,Computer Science,Data Scientist,Married,57118,3,No,3/5/2019,No,3,1,3,0,Nico Playden
Male,21,Some Travel,Technology,Very Far,California,White,Some College,Computer Science,Software Engineer,Divorced,37164,1,Yes,3/6/2019,No,3,3,3,3,Tann Lettley
Female,24,Some Travel,Technology,Very Far,Illinois,Mixed or multiple ethnic groups,Some College,Computer Science,Machine Learning Engineer,Married,78242,1,No,3/7/2019,No,3,0,3,2,Leshia Jenking
Female,40,Frequent Traveller,Technology,Far,California,Black or African American,Some College,Information Systems,Analytics Manager,Single,513325,0,No,3/10/2019,No,3,0,0,1,Adelina Bittlestone
Non-Binary,23,Some Travel,Technology,Close,California,White,Below High School,Information Systems,Data Scientist,Single,27360,0,No,3/11/2019,No,3,2,3,3,Ryley Piche
Female,22,Frequent Traveller,Technology,Very Far,New York,White,Some College,Computer Science,Data Scientist,Divorced,40614,1,Yes,7/29/2020,Yes,0,0,0,0,Bert Otton
Female,35,Some Travel,Sales,Very Far,California,Black or African American,Bachelor's,Marketing,Manager,Single,396470,0,No,3/22/2019,No,3,3,3,2,Sibelle Hanse
Non-Binary,23,Frequent Traveller,Technology,Far,California,White,High School,Information Systems,Data Scientist,Single,31342,0,No,3/22/2019,No,3,0,3,0,Ring Miles
Male,22,Some Travel,Technology,Far,New York,White,Bachelor's,Information Systems,Senior Software Engineer,Married,68743,0,No,3/23/2019,No,3,0,3,1,Maximilien Bodimeade
Male,22,No Travel ,Technology,Close,California,Mixed or multiple ethnic groups,Master's,Computer Science,Senior Software Engineer,Married,68629,1,No,3/25/2019,No,3,1,1,0,Rod Durston
Female,31,Some Travel,Sales,Very Far,California,Black or African American,Master's,Marketing,Manager,Married,330940,1,No,3/28/2019,No,3,1,3,3,Wendy Bootman
Male,27,Some Travel,Technology,Very Far,California,White,Bachelor's,Computer Science,Senior Software Engineer,Single,105702,0,No,3/30/2019,No,3,3,3,1,Urbano Hinckes
Female,24,Some Travel,Technology,Far,Illinois,Mixed or multiple ethnic groups,Some College,Information Systems,Software Engineer,Married,26937,1,No,3/31/2019,No,3,2,2,1,Ettie Watt
Female,36,Some Travel,Sales,Far,Illinois,Mixed or multiple ethnic groups,Bachelor's,Economics,Sales Executive,Divorced,220472,1,No,4/3/2019,No,3,1,1,0,Caria Ingerman
Female,24,Frequent Traveller,Technology,Far,California,Native Hawaiian ,Bachelor's,Other,Software Engineer,Divorced,35885,2,No,4/3/2019,No,3,1,2,2,Maxie Housego
Female,39,Frequent Traveller,Human Resources,Far,California,Black or African American,Some College,Economics,HR Business Partner,Married,349233,1,No,4/6/2019,No,3,0,2,0,Valeda Napier
Female,35,Frequent Traveller,Technology,Far,California,Mixed or multiple ethnic groups,Some College,Computer Science,Machine Learning Engineer,Single,222303,0,No,4/8/2019,No,3,0,2,2,Eryn Fern
Male,31,Some Travel,Technology,Far,California,White,Below High School,Information Systems,Engineering Manager,Single,371727,0,No,4/9/2019,No,3,2,3,2,Raynard Revie
Female,40,Some Travel,Sales,Close,New York,White,Bachelor's,Marketing ,Manager,Married,267834,0,No,4/10/2019,No,3,3,3,0,Ulrike Seakes
Female,34,Frequent Traveller,Sales,Very Far,California,Mixed or multiple ethnic groups,High School,Marketing ,Manager,Married,311448,2,Yes,4/12/2019,No,3,1,2,2,Sherrie Chantler
Male,24,Some Travel,Technology,Very Far,California,White,Some College,Computer Science,Machine Learning Engineer,Married,81974,3,No,4/12/2019,No,3,1,1,1,Melvin Bansal
Female,24,No Travel ,Sales,Close,California,Black or African American,Some College,Marketing ,Sales Executive,Divorced,52975,1,Yes,4/18/2019,No,3,1,3,3,Teena Nassey
Male,32,Some Travel,Sales,Far,New York,Mixed or multiple ethnic groups,Bachelor's,Technical Degree,Sales Executive,Married,208435,1,No,4/18/2019,No,3,1,2,1,Jeffry Wastling
